company_id,company,year,barriers
012,Dillinger,2019,Development and testing of new technologies on an industrial scale is required before they can be used for noticeable reductions in emissions.
012,Dillinger,2022,Uncertainty in prevailing conditions over the entire transformation period.
012,Dillinger,2022,Shifts in individual subprojects on the timeline.
012,Dillinger,2022,Tightening (reduction) of the allocation of free allowances on the blast furnace converter route.
012,Dillinger,2022,Uncertainty in policy framework for decarbonisation on competitive terms.
012,Dillinger,2022,Technological capability limitations in providing solutions for decarbonisation.
012,Dillinger,2022,Dependence on EU Commission's Green Deal and carbon border adjustment mechanism (CBAM) for decarbonisation targets.
012,Dillinger,2024,Expected cost increase for the expansion of the electricity and natural gas networks
012,Dillinger,2024,Decisive or even sole cost transfer to the transforming industry
012,Dillinger,2024,"Risks associated with the implementation of ""green electricity"" and hydrogen"
012,Dillinger,2024,"Risks associated with the enforcement of a ""green steel premium"""
