company_id,company,year,motivators
015,NipponSteel,2014,Regulatory reforms
015,NipponSteel,2014,Improvements
015,NipponSteel,2014,Targets and achievements
015,NipponSteel,2014,Promotion of global warming countermeasures
015,NipponSteel,2014,Pressure to prevent environmental accidents
015,NipponSteel,2014,Development of environmental and energy solutions
015,NipponSteel,2014,Promotion of environmental relation activities
015,NipponSteel,2014,Enhancement and promotion of environmental management
015,NipponSteel,2014,Creation of a low-carbon society
015,NipponSteel,2014,Action plans for a low-carbon society
015,NipponSteel,2017,Adoption of the Paris Agreement
015,NipponSteel,2017,Plan to cut greenhouse gas emissions in Japan
015,NipponSteel,2017,Theoretically infinite recycling of steel
015,NipponSteel,2017,Steel production at the world’s top-class energy efficiency
015,NipponSteel,2017,Improved fuel economy and reduced CO2 emissions
015,NipponSteel,2017,Contribution to energy preservation and reduction in CO2 emissions
015,NipponSteel,2017,Reduction in product weight caused by enhanced material strength
015,NipponSteel,2018,"Concerning collection of waste plastics and other ways, only an increase in the collected volume compared to fiscal 2005 is counted as the amount of reduction in emissions."
015,NipponSteel,2018,The primary focus is on a 3 million ton reduction in CO 2 emissions by steelmakers’ own initiatives for efficient use of energy and other ways.
015,NipponSteel,2018,"The United Nations has adopted the Sustainable Development Goals (SDGs) and the Paris Agreement has entered into force, which have reinforced corporate responsibility to contribute to the achievement of a sustainable society."
015,NipponSteel,2018,"Contributing to the achievement of a sustainable society (SDGs) bases, so that we can steadily deliver unrivaled high-end steel materials with superior resistance to corrosion, high temperature, products and solutions to customers and aim at enhancing cost competitiveness."
015,NipponSteel,2018,"Being a company with integrity and reliability is one of our underlying objectives, in addition to generating profit and making sustainable growth through our daily operations."
015,NipponSteel,2018,We will continuously work at appropriate risk management and implement solutions to reduce environmental burden with due consideration to the situation at each point of operation.
015,NipponSteel,2018,"We comply with laws and regulations, adapt to ordinances, bylaws, and standards, and carry out measures to reduce environmental burden with due consideration to the situation at each point of operation."
015,NipponSteel,2018,"We will keep reminding ourselves that environmental risk management, including prevention of unexpected events and accidents, is one of our overriding concerns for our sustainable operations."
015,NipponSteel,2019,Commitment to maximize the potential of steel as a material and providing competitive products and solutions.
015,NipponSteel,2019,Commitment to sustainable social development.
015,NipponSteel,2019,Commitment to integrity and reliability in actions.
015,NipponSteel,2019,Pressure to cope with risks of demand shifts to other products and services that benefit society.
015,NipponSteel,2019,"Opportunity to contribute to sustainable global growth on the strengths of advanced technologies, products and solutions."
015,NipponSteel,2019,Opportunity to be the frontrunner in the world in automation of steelmaking lines and technologies in energy saving and high-grade steel production.
015,NipponSteel,2019,Commitment to profit from global demand in steel.
015,NipponSteel,2019,"Commitment to the JISF's goal of realizing ""zero-carbon"" steel."
015,NipponSteel,2019,Opportunity to capture opportunities to respond to needs of society and diverse industries.
015,NipponSteel,2019,"Commitment to the concept of the Environment, Social, and Governance (ESG)."
015,NipponSteel,2019,Commitment to the very existence and growth of the company.
015,NipponSteel,2019,Commitment to the base that supports the very existence and growth of the company.
015,NipponSteel,2019,Opportunity to contribute to global environmental improvement.
015,NipponSteel,2019,Opportunity to mitigate escalated severe natural disasters.
015,NipponSteel,2019,Commitment to the importance of integrity and reliability in actions.
015,NipponSteel,2019,Commitment to the maintenance and improvement of corporate value.
015,NipponSteel,2019,Commitment to the concept of sustainable development.
015,NipponSteel,2019,Commitment to the Sustainable Development Goals.
015,NipponSteel,2019,Opportunity to change the demand for steel as a material.
015,NipponSteel,2019,Opportunity to develop more light-weighted steel with much higher strength.
015,NipponSteel,2019,Opportunity to combine strength of steel with other materials.
015,NipponSteel,2019,Opportunity to develop and provide total solutions that incorporate usage and processing technology.
015,NipponSteel,2019,Opportunity to make the most of steel as a material.
015,NipponSteel,2019,Commitment to the Management Principles.
015,NipponSteel,2019,Commitment to the execution and follow-up of ESG initiatives.
015,NipponSteel,2019,Commitment to the assessment of outcome through Key Performance Indicators (KPI).
015,NipponSteel,2019,Opportunity to contribute to sustainable social development.
015,NipponSteel,2019,"Opportunity to contribute to the concept of the Environment, Social, and Governance (ESG)."
015,NipponSteel,2019,Opportunity to contribute to the very existence and growth of the company.
015,NipponSteel,2019,Opportunity to contribute to the base that supports the very existence and growth of the company.
015,NipponSteel,2019,Opportunity to combine strength of
015,NipponSteel,2020,Setting of individual companies’ goals on CO 2 emission reduction
015,NipponSteel,2020,Phase II FY2030 9 million t-CO 2 1 42 million t-CO 2 80 million t-CO 2 2030 and 2050 vision) toward a decarbonized society
015,NipponSteel,2020,R&D related to low CO 2 emission technologies
015,NipponSteel,2020,Development of hydrogen reduction technologies
015,NipponSteel,2020,"Implementation of vision for climate change mitigation, “A challenge towards Steel and R&D and technology adoption related to low CO 2 emission”"
015,NipponSteel,2020,Curbing of CO 2 emissions
015,NipponSteel,2020,99% recycling of by-products
015,NipponSteel,2020,The world’s top-class energy efficiency
015,NipponSteel,2020,The top-runner approach in many steelworks
015,NipponSteel,2020,Cost reduction
015,NipponSteel,2020,Being global
015,NipponSteel,2020,Technology
015,NipponSteel,2020,Strength in development and technology
015,NipponSteel,2020,Execution of stringent measures on subjects such as individual companies’ scenarios for Zero Carbon formulation
015,NipponSteel,2020,Development of technology to fixate and utilize CO 2
015,NipponSteel,2020,"Setting of long-term ratio of our strategic products, such as high-tensile steel selection of products and facilities"
015,NipponSteel,2021,Growing global awareness of climate change
015,NipponSteel,2021,Need for high-grade electrical steel sheets for realization of carbon neutrality
015,NipponSteel,2021,Requirement for materials that contribute to weight reduction in batteries
015,NipponSteel,2021,Need for breakthrough technology development in unexplored areas
015,NipponSteel,2021,Establishment of zero-carbon steel technology
015,NipponSteel,2021,"Installation of a new next-generation hot strip mill for stable, economical mass production"
015,NipponSteel,2021,Development of a new production process that promotes CO2 emission reduction
