company_id,company,year,barriers
015,NipponSteel,2018,Global economic uncertainty and protectionism
015,NipponSteel,2018,Shift towards self-sufficient steel markets in emerging countries
015,NipponSteel,2018,"Rapid innovation in IT (notably, AI) affecting the steel industry"
015,NipponSteel,2018,Growing need for lighter and stronger vehicles in the automotive sector
015,NipponSteel,2018,Shift to electric and other new energy vehicles
015,NipponSteel,2018,Development of self-driving vehicles
015,NipponSteel,2018,Wider acceptance of a sharing economy
015,NipponSteel,2018,"Increasing needs for lightweight, high-strength automobiles"
015,NipponSteel,2018,Development of electric vehicles
015,NipponSteel,2018,Diffusion of renewable energy
015,NipponSteel,2018,"Establishment of safe, resilient urban infrastructure"
015,NipponSteel,2018,"IT innovations, including AI, IoT, and big data"
015,NipponSteel,2018,Maintenance and improvement of good living environments
015,NipponSteel,2018,Development of hydrogen-oriented society
015,NipponSteel,2018,Establishment of hydrogen stations and fuel cell vehicles
015,NipponSteel,2018,Increasing demand for high-pressure hydrogen
015,NipponSteel,2018,Development of ultra-high-tensile steel sheets for automobiles
015,NipponSteel,2018,Growing demand for high-strength cables
015,NipponSteel,2018,Construction of long bridges
015,NipponSteel,2018,"Development of safe, resilient urban infrastructure"
015,NipponSteel,2019,Changes in global population and economy.
015,NipponSteel,2019,Expected growth in global population and economy.
015,NipponSteel,2019,Long-term changes in needs and how we respond to them.
015,NipponSteel,2019,Risks of demand shifts to other products and services.
015,NipponSteel,2019,"Second, on possible changes in steel demand/supply structure."
015,NipponSteel,2019,Decline in steel demand in Japan over the long term.
015,NipponSteel,2019,Changes in the demand for steel due to the emergence of electric vehicles and other vehicles with a new energy source.
015,NipponSteel,2019,"Changes in the demand for steel due to the rapid advance in IT, automakers’ growing needs for lighter vehicles, and autonomous driving."
015,NipponSteel,2019,Changes in the demand for steel due to the pursuit of sustainable development goals.
015,NipponSteel,2019,"Changes in the demand for steel due to the need to ""make cities and human settlements inclusive, safe, resilient and sustainable."""
015,NipponSteel,2019,"Changes in the demand for steel due to the need to ""prevent or mitigate escalated severe natural disasters."""
015,NipponSteel,2019,Changes in the demand for steel due to the emergence of new energy and human settlements.
015,NipponSteel,2020,High cost of hydrogen reduction technologies
015,NipponSteel,2020,Stringent requirements for individual companies' scenarios for Zero Carbon formulation
015,NipponSteel,2020,Limited availability of low-cost CO2 separation and collection technologies
015,NipponSteel,2020,Need for drastic measures to achieve zero-carbon steel production
015,NipponSteel,2020,Complexity of establishing hydrogen infrastructure
015,NipponSteel,2020,Difficulty in recycling waste plastics efficiently
015,NipponSteel,2020,High cost of establishing manufacturing method of dimethyl carbonate (DMC) from CO2
015,NipponSteel,2020,Technical challenges in zero-emission hydrogen manufacturing via artificial photosynthesis
015,NipponSteel,2020,Limited scalability of Blue Carbon technology for CO2 fixation
015,NipponSteel,2020,Need for innovative energy-saving technologies to contribute to significant GHG reduction
015,NipponSteel,2020,Technical challenges in developing technologies for adaptation to climate change
015,NipponSteel,2020,"Complexity of providing ""National Resilience"" solutions toward adapting to climate change"
015,NipponSteel,2020,High cost of developing and diffusing Eco Products that help reduce CO2 emission when final products are used
015,NipponSteel,2020,Difficulty in establishing a manufacturing method of dimethyl carbonate (DMC) from CO2
015,NipponSteel,2020,Technical challenges in developing chemical absorption method technology that enables separation and collection of CO2 at low cost
015,NipponSteel,2020,Complexity of establishing a manufacturing method of dimethyl carbonate (DMC) from CO2
015,NipponSteel,2020,Technical challenges in developing zero-emission hydrogen manufacturing technology via artificial photosynthesis
015,NipponSteel,2020,High cost of establishing manufacturing method of dimethyl carbonate
015,NipponSteel,2021,High-grade electrical steel sheets for drive motors are greatly increasing in demand due to batteries.
015,NipponSteel,2021,Development of a new production process that will promote CO2 emission reduction in manufacturing processes.
015,NipponSteel,2021,"Breakthrough technology development, including development in unexplored areas, is needed for the establishment of zero-carbon steel technology."
