company_id,company,year,motivators
002,Acerinox,2021,Climate change and energy
002,Acerinox,2021,Circular economy
002,Acerinox,2021,Water consumption management
002,Acerinox,2022,Pressure from emissions-limiting regulations
002,Acerinox,2022,Commitment to reduce Scope 1 emissions
002,Acerinox,2022,Opportunity to improve energy efficiency
002,Acerinox,2022,Incentive to increase renewable energy usage
002,Acerinox,2022,Pressure to reduce air emissions of pollutants
002,Acerinox,2022,Commitment to manage Scope 1 emissions
002,Acerinox,2022,Opportunity to reduce GHG emissions intensity
002,Acerinox,2022,Incentive to transition away from fossil fuels
002,Acerinox,2022,Commitment to achieve net-zero targets
002,Acerinox,2022,Opportunity to improve energy management
002,Acerinox,2022,Incentive to reduce waste generated
002,Acerinox,2022,Pressure to divert waste from disposal
002,Acerinox,2022,Commitment to manage significant waste-related impacts
002,Acerinox,2022,Opportunity to reduce nitrogen oxides (NOx) and sulphur oxides (SOx) emissions
002,Acerinox,2022,Incentive to reduce ozone-depleting substances (ODS) emissions
002,Acerinox,2022,Pressure to reduce GHG emissions
002,Acerinox,2022,Commitment to reduce GHG emissions intensity
002,Acerinox,2022,Opportunity to improve waste management practices
002,Acerinox,2022,Incentive to reduce waste directed to disposal
002,Acerinox,2022,Pressure to reduce GHG emissions in the supply chain
002,Acerinox,2022,Commitment to screen new suppliers using environmental criteria
002,Acerinox,2022,Opportunity to reduce negative environmental impacts in the supply chain
002,Acerinox,2022,Incentive to achieve long-term and short-term strategy or plan to manage Scope 1 emissions
002,Acerinox,2023,Transition - market
002,Acerinox,2023,Decrease in demand
002,Acerinox,2023,Setting of 2030 sustainability targets
002,Acerinox,2023,Changes in customer preferences
002,Acerinox,2023,Sustainability Master Plan - Positive Impact 360º
002,Acerinox,2023,Developing premium products that meet more stringent sustainability criteria
002,Acerinox,2023,STEPS and SDS
002,Acerinox,2024,Setting objectives to reduce water consumption
002,Acerinox,2024,Implementing water consumption efficiency measures
002,Acerinox,2024,Investing in water treatment and recovery plants
002,Acerinox,2024,Transition - political or legal
002,Acerinox,2024,Setting targets to improve carbon intensity within the framework of the Decarbonization Plan
002,Acerinox,2024,Positive impacts on GHG Reduction are due to the implementation of measures to mitigate climate change
002,Acerinox,2024,Loss of market share due to non-compliance with CO 2 rates
002,Acerinox,2024,Increase in costs due to non-compliance with CO 2 e rates
002,Acerinox,2024,Increase in costs (CAPEX and OPEX) to meet emissions reduction targets
002,Acerinox,2024,Integration of sustainability-related performance in incentive schemes
002,Acerinox,2024,Transition plan for climate change mitigation
002,Acerinox,2024,"Material impacts, risks and opportunities and their interaction with strategy and business model"
002,Acerinox,2024,"Description of the processes to identify and assess material climate-related impacts, risks and opportunities"
002,Acerinox,2024,Policies related to climate change mitigation and adaptation
002,Acerinox,2024,Actions and resources in relation to climate change policies
002,Acerinox,2024,Targets related to climate change mitigation and adaptation
002,Acerinox,2024,Energy consumption and mix
002,Acerinox,2024,"Gross Scopes 1, 2, 3 and Total GHG emissions"
002,Acerinox,2024,GHG removals and GHG mitigation projects financed through carbon credits
002,Acerinox,2024,Internal carbon pricing
002,Acerinox,2024,Anticipated financial effects from material physical and transition risks and potential climate-related opportunities
002,Acerinox,2024,Risk associated with the introduction of mechanisms or levies that tax carbon emissions
002,Acerinox,2024,Adopting energy efficiency and emissions reduction measures
002,Acerinox,2024,"Indirect impact on supply chains, implying potential additional operating costs in inputs and energy prices"
002,Acerinox,2024,Increasing the consumption of renewable electricity
002,Acerinox,2024,Looking into replacing natural gas with low-carbon fuels (hydrogen and biomethane)
002,Acerinox,2024,"Analyzing carbon capture, utilization and storage projects"
002,Acerinox,2024,Decrease in demand
002,Acerinox,2024,Setting of 2030 sustainability targets
002,Acerinox,2024,Changes in customer preferences
002,Acerinox,2024,Sustainability Master Plan - Positive Impact 360º
002,Acerinox,2024,Decarbonization plan and setting of carbon intensity targets
002,Acerinox,2024,Developing premium products that meet more stringent sustainability criteria (ECO ACX)
002,Acerinox,2024,Stimulus measures
002,Acerinox,2024,Products and services
002,Acerinox,2024,Increased steel demand due to the development of new technologies and products for the energy transition
002,Acerinox,2024,Increasing demand for more sustainable products
002,Acerinox,2024,Sustainability Master Plan. Positive Impact 360º
002,Acerinox,2024,Resource efficiency
002,Acerinox,2024,Reduction of environmental impact
002,Acerinox,2024,Improving energy efficiency
002,Acerinox,2024,Reduction of operating costs
002,Acerinox,2024,Reduced exposure to the future price of fossil fuels
002,Acerinox,2024,Energy sources
002,Acerinox,2024,Use of renewable or low-carbon energy
002,Acerinox,2024,Improving business sustainability
