company_id,company,year,barriers
013,SIDENOR,2022,Lack of available data for 2020/2021
013,SIDENOR,2022,High energy consumption in production process
013,SIDENOR,2022,Limited ability to minimize carbon emissions
013,SIDENOR,2022,High carbon footprint due to energy usage
013,SIDENOR,2022,Difficulty in reducing energy consumption
013,SIDENOR,2022,Limited transparency in energy management
013,SIDENOR,2022,Limited quality in energy management system application
013,SIDENOR,2022,Limited ability to mitigate climate change
013,SIDENOR,2022,Limited compliance with energy management system ISO 50001
013,SIDENOR,2022,Limited ability to reduce GHG emissions along the value chain
013,SIDENOR,2022,Limited ability to address and mitigate the climate challenge
013,SIDENOR,2022,Limited ability to minimize carbon emissions along the value chain
013,SIDENOR,2022,Limited ability to ensure transparency in energy management system application
013,SIDENOR,2022,Limited ability to ensure quality in energy management system application
013,SIDENOR,2022,Limited ability to reduce energy consumption along the value chain
013,SIDENOR,2022,Limited ability to reduce carbon emissions along the value chain
013,SIDENOR,2022,Limited ability to address the climate challenge
013,SIDENOR,2024,High upfront costs of transitioning to renewable energy sources.
013,SIDENOR,2024,Complexity of implementing and integrating renewable energy into existing infrastructure.
013,SIDENOR,2024,Limited availability and accessibility of renewable energy technologies in certain regions.
013,SIDENOR,2024,Dependence on fossil fuels for certain industrial processes.
013,SIDENOR,2024,Residual maturity of existing fossil fuel-based assets.
013,SIDENOR,2024,"Credit quality of exposures by sector, emissions, and residual maturity."
013,SIDENOR,2024,High climate impact sectors' energy consumption from fossil sources.
013,SIDENOR,2024,High upfront costs of implementing energy efficiency solutions.
013,SIDENOR,2024,Complexity of implementing and integrating energy efficiency measures into existing infrastructure.
013,SIDENOR,2024,Limited availability and accessibility of energy efficiency technologies in certain regions.
013,SIDENOR,2024,Dependence on virgin natural resources for certain industrial processes.
013,SIDENOR,2024,Complexity of implementing and integrating circular economy practices into existing production processes.
013,SIDENOR,2024,Limited availability and accessibility of secondary materials for certain industrial processes.
013,SIDENOR,2024,Dependence on non-renewable energy sources for certain industrial processes.
013,SIDENOR,2024,Complexity of implementing and integrating GHG emission reduction targets into existing operations.
013,SIDENOR,2024,Limited availability and accessibility of technologies to reduce GHG emissions in certain regions.
013,SIDENOR,2024,Complexity of implementing and integrating energy management systems into existing infrastructure.
013,SIDENOR,2024,Limited availability and accessibility of energy management technologies in certain regions.
013,SIDENOR,2024,Complexity of implementing and integrating energy intensity reduction measures into existing operations.
013,SIDENOR,2024,Limited availability and accessibility of technologies to reduce energy intensity in certain regions.
013,SIDENOR,2024,Dependence on non-renewable energy sources
