company_id,company,year,barriers
001,ArcelorMittal,2014,"Geo-political realities driving energy policy and supplies, including regulations relating to carbon emissions."
001,ArcelorMittal,2014,Pipeline of talented scientists and engineers for tomorrow.
001,ArcelorMittal,2014,Transparency in governance.
001,ArcelorMittal,2014,"Human rights policy and commitments to workforce, local communities, and business partners."
001,ArcelorMittal,2014,Energy usage and costs.
001,ArcelorMittal,2014,Supply chains that our customers trust.
001,ArcelorMittal,2014,Stakeholder expectations and long-term global sustainability trends.
001,ArcelorMittal,2014,"Infrastructure, such as deep-water port facilities, railway sidings, and engineering workshops."
001,ArcelorMittal,2014,Cyclicality of the steel industry and raw materials prices.
001,ArcelorMittal,2014,Market needs and customer requirements.
001,ArcelorMittal,2014,Higher value-added products in our product mix.
001,ArcelorMittal,2014,Downstream integration and operational efficiencies.
001,ArcelorMittal,2015,Breakthrough technologies may take more than a decade to develop and implement.
001,ArcelorMittal,2015,The economics of breakthrough technologies need to be right for their adoption to become a reality.
001,ArcelorMittal,2015,Policy frameworks need to be in place to ensure the commercial viability of breakthrough technologies.
001,ArcelorMittal,2015,Emerging policies in Europe will not facilitate industry's contribution to climate change and economic growth.
001,ArcelorMittal,2015,A regional carbon pricing system will not reduce global carbon emissions due to 'carbon leakage'.
001,ArcelorMittal,2015,A globally consistent carbon pricing system is needed to drive a reduction in CO2 from steel production.
001,ArcelorMittal,2019,No mechanism to address high risk of steel production being structurally uncompetitive in affected countries/regions
001,ArcelorMittal,2019,Marginal steel CO 2 reductions globally as production shifts to less carbon-regulated jurisdictions
001,ArcelorMittal,2019,Limited progress towards goals of Paris Agreement
001,ArcelorMittal,2019,"Countries and regions that introduce a cost of CO 2 emissions, but with neither supportive energy policies nor effective mechanisms to maintain the competitiveness of low-emissions versus higher-emissions steel, will fail to decarbonise their steel"
001,ArcelorMittal,2019,"Without effective mechanisms to offset the structurally higher operating costs of deploying low-emissions technologies, and affordable access to the clean energy they need, the steel industry will be unable to make the necessary shift needed to meet the goals of the Paris Agreement"
001,ArcelorMittal,2019,"Scrap, unfortunately, is not a sufficient answer as there is not enough scrap available in the world to simply make all steel through the electric arc furnace process"
001,ArcelorMittal,2020,High carbon footprint associated with steelmaking
001,ArcelorMittal,2020,Comparative disadvantage of steel in terms of carbon footprint compared to other materials
001,ArcelorMittal,2020,Challenge of the transition to a low-carbon economy
001,ArcelorMittal,2020,"Difficulty in reducing GHG emissions in ""hard to abate sectors"""
