company_id,company,year,barriers
006,TataSteelNederland,2021,"New infrastructure for sufficient electricity, hydrogen and natural gas and the connection of the steel company to these networks before 2030."
006,TataSteelNederland,2021,Timely and prudent issuing of permits.
006,TataSteelNederland,2021,Scaling up the production or import of green hydrogen to at least 100 kilotons of hydrogen per year.
006,TataSteelNederland,2021,Financial support to make the necessary investments.
006,TataSteelNederland,2021,Financial support mechanisms and a level playing field (fair competition) to make the operational costs of green steel production economically feasible in the future.
006,TataSteelNederland,2022,High upfront costs of transitioning to green hydrogen production
006,TataSteelNederland,2022,Complexity of modelling processes in new installations
006,TataSteelNederland,2022,Limited availability of European subsidies for decarbonisation projects
006,TataSteelNederland,2022,Difficulty in achieving significant CO2 reduction in existing installations
006,TataSteelNederland,2022,Limited efficiency in existing installations
006,TataSteelNederland,2022,High gas consumption in continuous annealing lines
006,TataSteelNederland,2022,Complexity of implementing process control improvements
006,TataSteelNederland,2022,Limited availability of skilled personnel for R&D in decarbonisation projects
006,TataSteelNederland,2022,High costs of implementing new production methods (DRI/electric furnaces)
006,TataSteelNederland,2023,High upfront costs of new technologies and infrastructure for decarbonisation
006,TataSteelNederland,2023,Limited availability and high costs of low-carbon energy sources
006,TataSteelNederland,2023,Complexity and uncertainty of carbon pricing mechanisms
006,TataSteelNederland,2023,Difficulty in measuring and reporting Scope 3 emissions
006,TataSteelNederland,2023,Limited availability of low-carbon steel production technologies
006,TataSteelNederland,2023,High costs and complexity of carbon capture and storage (CCS) technologies
006,TataSteelNederland,2023,Limited availability of low-carbon raw materials
006,TataSteelNederland,2023,Difficulty in balancing decarbonisation with long-term profitability
006,TataSteelNederland,2023,Limited availability of skilled workforce for decarbonisation projects
006,TataSteelNederland,2023,Complexity and uncertainty of regulatory frameworks for decarbonisation
006,TataSteelNederland,2023,Difficulty in engaging customers and suppliers in decarbonisation efforts
006,TataSteelNederland,2023,Limited availability of data and analytics for decarbonisation decision-making
006,TataSteelNederland,2023,High costs and complexity of electrification of industrial processes
006,TataSteelNederland,2023,Difficulty in integrating decarbonisation with existing business operations
006,TataSteelNederland,2023,Limited availability of low-carbon transportation options for raw materials and products
006,TataSteelNederland,2023,Complexity and uncertainty of international cooperation for decarbonisation
006,TataSteelNederland,2023,Difficulty in managing the transition to a low-carbon economy while maintaining competitiveness
006,TataSteelNederland,2023,Limited availability of low-carbon steel products for customers
006,TataSteelNederland,2023,Difficulty in communicating the benefits of decarbonisation to stakeholders
006,TataSteelNederland,2023,Limited availability of low-carbon energy storage technologies
006,TataSteelNederland,2023,Complexity and uncertainty of supply chain decarbonisation
006,TataSteelNederland,2023,Difficulty in managing the risks associated with decarbonisation investments
006,TataSteelNederland,2023,Limited availability of low-carbon industrial processes
006,TataSteelNederland,2023,Difficulty in balancing decarbonisation with social and economic considerations
006,TataSteelNederland,2024,Lack of guaranteed demand for low-CO 2 steel products
006,TataSteelNederland,2024,Market for low-CO 2 steel not yet mature
006,TataSteelNederland,2024,"Challenges in the EU and Dutch grid infrastructure posing additional risks for reliable, affordable, low-CO 2 electricity"
006,TataSteelNederland,2024,Uncertainty about the availability and affordability of hydrogen
006,TataSteelNederland,2024,"Dependence on energy infrastructure, including specific demands for natural gas during the transition phase"
006,TataSteelNederland,2024,Risk that suppliers might opt to serve other countries instead of adhering to emerging and evolving European regulatory requirements
006,TataSteelNederland,2024,Uncertainty about the feasibility of carbon capture and storage (CCS) technology
006,TataSteelNederland,2024,Blast furnace closures in the UK affecting TSN’s sourcing of iron ore and coal
006,TataSteelNederland,2024,Less flexibility in the supply chain in case of disruption
006,TataSteelNederland,2024,Specific ore or coal grades supplied in bigger parcels or shipped in smaller vessels with higher transport costs
006,TataSteelNederland,2024,Higher stocks and/or working capital due to blast furnace closures in the UK
006,TataSteelNederland,2024,Traditional efficiency improvements cannot achieve sufficient CO 2 reduction in steelmaking
006,TataSteelNederland,2024,"Complete process transformations, including new reductors (such as natural gas and hydrogen), are required for sufficient CO 2 reduction"
