company_id,company,year,barriers
014,Feralpi,2018,High costs associated with transitioning to low-carbon technologies
014,Feralpi,2018,Complexity of integrating renewable energy sources into existing infrastructure
014,Feralpi,2018,Limited availability and high costs of low-carbon materials and technologies
014,Feralpi,2018,Regulatory uncertainty and lack of clear policies supporting decarbonisation
014,Feralpi,2018,Public acceptance and resistance to changes in energy production and consumption
014,Feralpi,2018,Technical challenges in reducing emissions from industrial processes
014,Feralpi,2018,Limited availability of low-carbon fuels and energy sources
014,Feralpi,2018,High upfront costs of investing in low-carbon infrastructure
014,Feralpi,2018,Complexity of managing supply chain emissions and reducing Scope 3 emissions
014,Feralpi,2018,Limited availability of low-carbon technologies and solutions for specific industries
014,Feralpi,2018,High costs of carbon capture and storage technologies
014,Feralpi,2018,Limited availability of low-carbon materials and resources for construction and manufacturing
014,Feralpi,2018,Complexity of reducing emissions from transportation and logistics
014,Feralpi,2018,Limited availability of low-carbon fuels and energy sources for transportation
014,Feralpi,2018,High costs of electrifying transportation and logistics systems
014,Feralpi,2018,Complexity of managing emissions from international trade and supply chains
014,Feralpi,2018,Limited availability of low-carbon technologies and solutions for specific industries and sectors
014,Feralpi,2018,High costs of reducing emissions from industrial processes and manufacturing
014,Feralpi,2018,Complexity of managing emissions from agriculture and land use changes
014,Feralpi,2018,Limited availability of low-carbon fuels and energy sources for agriculture and land use
014,Feralpi,2018,High costs of reducing emissions from agriculture and land use changes
014,Feralpi,2018,Complexity of managing emissions from international aviation and shipping
014,Feralpi,2018,Limited availability of low-carbon fuels and energy sources for international aviation and shipping
014,Feralpi,2018,High costs of reducing emissions from international aviation and shipping
014,Feralpi,2021,High upfront costs of decarbonisation technologies
014,Feralpi,2021,Complexity of integrating new technologies into existing infrastructure
014,Feralpi,2021,Limited availability of skilled workforce for decarbonisation projects
014,Feralpi,2021,Difficulty in measuring and verifying the effectiveness of decarbonisation efforts
014,Feralpi,2021,Limited availability of low-carbon energy sources
014,Feralpi,2021,High costs of carbon capture and storage technologies
014,Feralpi,2021,Complexity of transitioning to a low-carbon economy
014,Feralpi,2021,Limited public acceptance of new decarbonisation technologies
014,Feralpi,2021,High costs of battery storage for renewable energy
014,Feralpi,2021,Complexity of integrating renewable energy sources into the grid
014,Feralpi,2021,Limited availability of low-carbon materials for production
014,Feralpi,2021,Difficulty in reducing emissions from hard-to-abate sectors
014,Feralpi,2021,Complexity of implementing carbon pricing mechanisms
014,Feralpi,2021,Limited availability of low-carbon transportation options
014,Feralpi,2021,High costs of hydrogen production and storage
014,Feralpi,2021,Complexity of transitioning to a circular economy
014,Feralpi,2021,Limited availability of low-carbon fuels for industrial processes
014,Feralpi,2021,Difficulty in reducing emissions from supply chains
014,Feralpi,2021,Complexity of implementing net-zero targets across global operations
014,Feralpi,2021,Limited availability of low-carbon technologies for heavy industry
014,Feralpi,2023,"Regulatory risks: arising from evolving regulatory actions to limit negative impacts or promote adaptation to climate change, including potential litigation;"
014,Feralpi,2023,"Technological risks: related to the introduction of new technologies that support the transition to a low-carbon economy, with possible interference on existing business systems;"
014,Feralpi,2023,Market risks: related to possible changes in the demand for products and services by the Group’s customers;
014,Feralpi,2023,Complexity of production processes in the steel sector that require high amounts of energy at high temperatures;
014,Feralpi,2023,"Difficulty in reducing greenhouse gas emissions in the steel sector due to its ""hard-to-abate"" nature;"
014,Feralpi,2023,"Existing infrastructures that take time to replace or upgrade, making it difficult to avoid emissions in the short term;"
014,Feralpi,2023,Locked-in emissions generated today due to long-term investments in existing infrastructures.
014,Feralpi,2024,High energy consumption within the organisation (302-1 Energy consumption within the organisation)
014,Feralpi,2024,High energy consumption outside the organisation (302-2 Energy consumption outside the organisation)
014,Feralpi,2024,High energy intensity (302-3 Energy intensity)
014,Feralpi,2024,"Regionalisation processes that have distanced the Western bloc from the Eastern one, potentially hindering global cooperation on decarbonisation efforts"
014,Feralpi,2024,"Economic dynamics incorporating tensions and uncertainties, which may hinder investment in decarbonisation technologies and practices"
014,Feralpi,2024,"Ongoing military conflicts, which may divert resources away from decarbonisation efforts and hinder global cooperation on climate change"
014,Feralpi,2024,"Uncertainty and instability in the global political landscape, which may hinder the implementation of decarbonisation policies and regulations"
014,Feralpi,2024,"Need for a more cohesive and responsive Europe to effectively address global challenges, including decarbonisation."
