company_id,company,year,motivators
013,SIDENOR,2022,Our commitment to contribute in the global efforts to combat climate change
013,SIDENOR,2022,Our commitment to minimize our carbon emissions
013,SIDENOR,2022,Our commitment to reduce our energy consumption
013,SIDENOR,2022,"Our commitment to use energy in a responsible, efficient and cost-effective manner"
013,SIDENOR,2022,Our commitment to minimize our carbon footprint
013,SIDENOR,2022,Our commitment to address and mitigate the climate challenge
013,SIDENOR,2022,Our compliance with the energy management system ISO 50001
013,SIDENOR,2022,The implementation of the energy management system to reduce energy consumption and carbon emissions
013,SIDENOR,2022,The annual auditing of the energy management system to ensure transparency and quality
013,SIDENOR,2022,The focus on GHG emissions reduction
013,SIDENOR,2022,The mitigation of potential negative impact to the environment
013,SIDENOR,2024,Transition plan to reach climate neutrality by 2050
013,SIDENOR,2024,"Delegated Regulation (EU) 2020/1818, Article 12.1 (d) to (g), and Article 12.2"
013,SIDENOR,2024,Undertakings excluded from Paris-aligned Benchmarks
013,SIDENOR,2024,Paris-aligned Benchmarks
013,SIDENOR,2024,GHG emission reduction targets
013,SIDENOR,2024,"Climate change transition risk: Credit quality of exposures by sector, emissions and residual maturity"
013,SIDENOR,2024,Alignment metrics
013,SIDENOR,2024,Energy consumption from fossil sources disaggregated by sources (only high climate impact sectors)
013,SIDENOR,2024,Energy consumption and mix
013,SIDENOR,2024,Energy intensity associated with activities in high climate impact sectors
013,SIDENOR,2024,Managing GHG emissions
013,SIDENOR,2024,"Gross Scope 1, 2, 3 and Total GHG emissions"
