company_id,company,year,barriers
002,Acerinox,2022,Amount of provisions and guarantees for environmental risks
002,Acerinox,2022,Application of the precautionary principle
002,Acerinox,2022,Pollution
002,Acerinox,2022,Resources allocated to preventing environmental risks
002,Acerinox,2022,Supplier environmental assessment
002,Acerinox,2023,Decrease in demand
002,Acerinox,2023,Transition - market
002,Acerinox,2023,Low and moderate 2030 and 2050 Changes in customer preferences
002,Acerinox,2023,Physical risks include the highest level identified at any of our facilities
002,Acerinox,2023,Costs of measures associated with climate risks
002,Acerinox,2024,Risk associated with the introduction of mechanisms or levies that tax carbon emissions
002,Acerinox,2024,"Indirect impact on supply chains, implying potential additional operating costs in inputs and energy prices"
002,Acerinox,2024,Transition risks related to carbon taxation mechanisms
002,Acerinox,2024,Physical risks related to water stress at the Acerinox Europa and Columbus Stainless factories
002,Acerinox,2024,Decrease in demand
002,Acerinox,2024,Changes in customer preferences
002,Acerinox,2024,Setting of 2030 sustainability targets
002,Acerinox,2024,Transition - market
002,Acerinox,2024,Transition - political or legal
002,Acerinox,2024,Limited water supply or interruption of water supply for extended periods of time
002,Acerinox,2024,Increased water treatment costs due to the low quality of the resource
