company_id,company,year,motivators
016,Baosteel,2014,Pressure from new Law on Work Safety
016,Baosteel,2014,Pressure from new Law of Environmental Protection
016,Baosteel,2014,Opportunity for institutional and systemic innovation
016,Baosteel,2014,Opportunity for technology innovation
016,Baosteel,2014,Commitment to constructing ecological civilization
016,Baosteel,2018,Pressure from more stringent environmental protection measures
016,Baosteel,2018,Opportunity from industrial service transformation
016,Baosteel,2018,Pressure from supply-side structural reform
016,Baosteel,2018,Opportunity from material demand upgrading
016,Baosteel,2021,"Building a low-cost, differentiated and highly efficient manufacturing capacity through comprehensive benchmarking."
016,Baosteel,2021,Improving process interface efficiency and the cost of iron and steel.
016,Baosteel,2021,"Maintaining continuous, stable and low-cost production of the whole process of iron and steel."
016,Baosteel,2021,Investigating the optimized production organization mode of coordination among four bases.
016,Baosteel,2021,Constantly optimizing the division of the production line of different varieties.
016,Baosteel,2021,Improving the ability to implement low-carbon process throughout the whole process.
016,Baosteel,2021,"Making major progress in key and core technologies in high-efficiency converter smelting, direct rolling of plate blanks, fully continuous endless rolling of hot rolling, etc."
016,Baosteel,2021,Implementing carbon peaking and carbon neutrality.
016,Baosteel,2021,Enhancing policy analysis.
016,Baosteel,2021,Strengthening the study of macro environment and industrial trends.
016,Baosteel,2021,Enhancing the capacity to effectively deal with risks.
016,Baosteel,2021,Effectively preventing major risks.
016,Baosteel,2021,Exploring and mastering core technologies of green and low-carbon metallurgy.
016,Baosteel,2021,Conducting life cycle assessment (LCA) to carry out green design of iron and steel products.
016,Baosteel,2021,Improving product performance.
016,Baosteel,2021,Realizing green use of product.
016,Baosteel,2021,Strengthening the cooperation between upstream and downstream partners.
016,Baosteel,2021,Building a high-quality steel ecosystem.
016,Baosteel,2021,Scaling up on ESG issues in supplier entry and assessment.
016,Baosteel,2021,Fully evaluating sustainability performance.
016,Baosteel,2021,Granting green products and green manufacturing products priority.
016,Baosteel,2021,Establishing a “low-carbon first” guideline.
016,Baosteel,2021,Continuously building a green supply chain.
016,Baosteel,2021,Cultivating innovation capacity.
016,Baosteel,2021,"Actively developing and deploying advanced technologies of manufacturing, energy-conservation and environmental protection."
016,Baosteel,2021,Improving efficiency through smart manufacturing.
016,Baosteel,2021,Reducing carbon emissions through green and low-carbon chain.
016,Baosteel,2021,Implementing environmentally friendly practices.
016,Baosteel,2021,Developing high-end products that reached the world's advanced level.
016,Baosteel,2021,Implementing carbon control.
016,Baosteel,2021,Implementing ultra-low emission.
016,Baosteel,2021,Implementing M&A in the iron and steel industry.
016,Baosteel,2022,Pressure from urban transformation and innovation
016,Baosteel,2022,Opportunity to promote regional ecology co-construction
016,Baosteel,2022,Commitment to constantly raise the level of green manufacturing
016,Baosteel,2022,Incentive to improve regional environmental quality
016,Baosteel,2022,Driver for the development of urban industries
016,Baosteel,2022,Commitment to achieve positive interaction between enterprises and society
016,Baosteel,2022,Opportunity to assist in the development of urban industries through technology and resource sharing
016,Baosteel,2022,Pressure from the current situation of urban resources and environment
016,Baosteel,2022,Commitment to adhere to the direction of high-quality development
016,Baosteel,2022,Incentive to become a world-class steel enterprise
016,Baosteel,2022,Commitment to carry out green transformation
016,Baosteel,2022,Opportunity to write a new chapter in the new era of steel serving the country and becoming a strong steel country
016,Baosteel,2022,Pressure from the development requirements
016,Baosteel,2022,"Commitment to deepen the management mode of ""one company with multiple bases"""
016,Baosteel,2024,International geopolitical conflicts and trade tensions
016,Baosteel,2024,Imbalance between supply and demand in the steel industry
016,Baosteel,2024,Risks in the construction and operation of domestic and overseas investment projects
016,Baosteel,2024,Green and low-carbon transformation
016,Baosteel,2024,Safety and environmental compliance
016,Baosteel,2024,Weakening product differentiation
016,Baosteel,2024,Capacity governance
016,Baosteel,2024,Green and low-carbon development
016,Baosteel,2024,Driving steel consumption
016,Baosteel,2024,Regulating capacity replacement
016,Baosteel,2024,Stimulating steel consumption
016,Baosteel,2024,Net-zero targets
016,Baosteel,2024,Fossil fuel transition
