company_id,company,year,barriers
007,Celsa,2020,Use and pollution of the soil
007,Celsa,2020,Optimization of production
007,Celsa,2020,Responsible use of water
007,Celsa,2020,Management of business
007,Celsa,2020,Innovation for sustainability
007,Celsa,2020,Capacity of sale
007,Celsa,2020,Application of Best Available Techniques (BAT)
007,Celsa,2020,Investment in innovation
007,Celsa,2020,Risk management
007,Celsa,2020,Compliance with regulations
007,Celsa,2020,Fraud prevention
007,Celsa,2020,Development of the local economy
007,Celsa,2020,Ethics in business/Code of conduct
007,Celsa,2020,Reputation and image of the group
007,Celsa,2020,Corporate governance and transparency
