company,company_id,year,is_translated,total_chunks,climate_chunks,climate_pct,netzero_chunks,netzero_pct,specificity_w,commitment_w,talk_score,talk_score_delta,opportunity_pct,risk_pct,neutral_pct,sent_v1,sent_v2
ArcelorMittal,001,2013,False,943,320,45.04900490049005,12,14.367114367114366,0.7886176826045891,0.8860015071309606,75.99456856952,,18.836337082365063,22.170024707500627,58.993638210134314,-3.333687625135564,55.65995058499874
ArcelorMittal,001,2014,False,917,285,37.48130894870025,11,16.95156695156695,0.7810143073850323,0.8654787831786885,73.35598541228889,-2.6385831572311105,19.57216146205346,24.00095187710146,56.42688666084507,-4.428790415047999,51.99809624579707
ArcelorMittal,001,2015,False,830,277,47.71634615384615,11,8.948782376459805,0.7859814814022057,0.916155393035806,77.6287442082897,4.272758796000815,23.84198663196038,19.873470424843504,56.28454294319611,3.9685162071168776,60.25305915031299
ArcelorMittal,001,2016,False,731,210,45.44886709006686,18,20.2544649913071,0.7694418634295731,0.8873336419209591,75.36079363203467,-2.267950576255032,19.298184616041162,16.88489749632169,63.816917887637146,2.413287119719474,66.23020500735663
ArcelorMittal,001,2017,False,726,210,47.64111705288176,14,26.95209242923758,0.7671160657590638,0.870796310314032,75.04471845350018,-0.31607517853448996,8.78840474567215,16.46699250805831,74.74460274626954,-7.678587762386162,67.06601498388338
ArcelorMittal,001,2018,False,872,260,49.87134815458955,12,10.70048309178744,0.7500380639448873,0.8773569147674477,75.07006877941132,0.025350325911134064,23.152433525600117,13.980623284080982,62.8669431903189,9.171810241519134,72.03875343183803
ArcelorMittal,001,2019,False,980,375,68.02073263903665,22,14.786821705426355,0.7404600834713743,0.8774719752486106,78.32142887660673,3.251360097195416,34.16534362665815,12.75449151201568,53.08016486132617,21.41085211464247,74.49101697596865
ArcelorMittal,001,2020,False,1078,379,55.4067855477006,22,13.0205327267446,0.7669846734805938,0.8922588533976256,77.4510981846689,-0.8703306919378377,30.197373932042836,11.60655076139202,58.19607530656515,18.590823170650815,76.78689847721597
ArcelorMittal,001,2021,False,1197,534,71.9795175879029,50,14.846312509077869,0.7876132626277876,0.9061541936100814,82.14660176709533,4.69550358242644,41.9197441299128,9.169557474259225,48.91069839582797,32.75018665565358,81.66088505148156
ArcelorMittal,001,2022,False,1195,548,65.17520540167503,31,9.313285157826916,0.7925234865876613,0.9090721077645836,81.0988648544248,-1.0477369126705298,33.72372438266263,14.329654964668896,51.94662065266848,19.394069417993734,71.34069007066222
ArcelorMittal,001,2023,False,1160,530,62.15277777777778,49,14.555631734951106,0.7935341252198657,0.9190089230998123,80.93227748834269,-0.166587366082112,35.29436181337875,14.720828817606039,49.98480936901522,20.57353299577271,70.55834236478793
ArcelorMittal,001,2024,False,877,366,59.275418275418275,40,16.1499484713157,0.7826898215820111,0.9204389312130898,79.9802337668877,-0.9520437214549986,23.697058910753892,18.12136872602556,58.18157236322055,5.575690184728334,63.75726254794889
Acerinox,002,2015,False,101,14,13.861386138613863,1,7.142857142857142,0.7185117105141892,0.8596000967705281,65.89674951911147,,15.334035171326498,11.605556885752447,73.06040794292106,3.7284782855740506,76.78888622849512
Acerinox,002,2016,False,104,22,21.153846153846153,2,9.090909090909092,0.7746434979744815,0.9131260872825322,71.74155264104978,5.8448031219383125,32.61955693715127,9.056297593537732,58.32414546931099,23.56325934361354,81.88740481292453
Acerinox,002,2017,False,114,18,15.789473684210526,0,0.0,0.7703430067084738,0.8837024306260104,69.31971223022147,-2.4218404108283096,43.28654045882684,17.076069865817313,39.63738967535584,26.21047059300953,65.84786026836537
Acerinox,002,2018,False,162,19,11.728395061728394,1,5.263157894736842,0.8087486773464494,0.9185695168253516,71.43840677921773,2.1186945489962596,52.910866951971315,0.0,47.08913304802868,52.910866951971315,100.0
Acerinox,002,2019,False,217,42,27.77027027027027,5,13.703703703703702,0.7704180347834404,0.9178308790055396,73.08401060561326,1.6456038263955293,40.637185751506166,0.0,59.362814248493834,40.637185751506166,100.0
Acerinox,002,2020,False,229,51,22.270742358078603,7,13.725490196078432,0.7273443223769973,0.9312335230069341,70.79726228697298,-2.286748318640278,56.6994156896489,9.900411609133831,33.400172701217265,46.79900408051507,80.19917678173233
Acerinox,002,2021,False,195,40,20.51282051282051,5,12.5,0.7287277624063531,0.9221528711264388,70.13778944387579,-0.6594728430971912,52.18710400858685,10.131390734986082,37.681505256427066,42.055713273600766,79.73721853002783
Acerinox,002,2022,False,79,52,65.82278481012658,14,26.923076923076923,0.7280711538915092,0.9253778141213866,79.30251568254116,9.164726238665367,24.526179112297754,20.95408584085221,54.51973504685004,3.572093271445546,58.09182831829559
Acerinox,002,2023,False,80,49,61.25000000000001,17,34.69387755102041,0.7139562468611086,0.9325470902603699,78.11013348485915,-1.192382197682008,26.83587486022729,16.127668841932337,57.036456297840374,10.708206018294952,67.74466231613533
Acerinox,002,2024,False,113,82,72.56637168141593,22,26.82926829268293,0.766957467637178,0.9330679342131273,82.5142904102954,4.404156925436254,8.610221383064555,16.829633327095014,74.56014528984043,-8.219411944030458,66.34073334580998
Outokumpu,003,2013,False,307,111,49.31131592421915,12,8.850036049026675,0.7623607999201124,0.9071076303027434,76.64100039375808,,25.065131412815074,35.745767664713895,39.189100922471034,-10.680636251898822,28.50846467057221
Outokumpu,003,2014,False,341,145,49.60014540167212,12,6.488095238095238,0.76850921712031,0.9374451950935319,78.1582055688881,1.5172051751300302,31.451999638463697,36.59177971566015,31.95622064587615,-5.1397800771964555,26.816440568679695
Outokumpu,003,2015,False,328,131,45.632075841266115,8,5.10840108401084,0.7680544424860893,0.9139790157196344,76.40775349648217,-1.7504520724059347,29.322572775851867,36.851830552093176,33.82559667205496,-7.529257776241309,26.296338895813648
Outokumpu,003,2016,False,257,115,44.74708171206226,10,8.695652173913043,0.7830080674246577,0.906798294634181,76.541670824766,0.13391732828382885,24.69348643354463,29.19483982399107,46.11167374246429,-4.50135339044644,41.61032035201785
Outokumpu,003,2017,False,251,103,41.03585657370518,8,7.766990291262135,0.7652301652035671,0.9037519855214774,74.96645734374282,-1.5752134810231837,22.862231528488582,26.997766081471948,50.14000239003947,-4.135534552983366,46.0044678370561
Outokumpu,003,2018,False,249,108,43.373493975903614,9,8.333333333333332,0.7581709724914132,0.9246041696778184,75.98570448195,1.0192471382071773,15.658944221037608,29.691355697544697,54.6497000814177,-14.03241147650709,40.61728860491061
Outokumpu,003,2019,False,258,115,44.57364341085272,8,6.956521739130435,0.7658404346016761,0.9276793757408583,76.65552109587193,0.6698166139219381,17.311946236479475,21.887071130844856,60.80098263267567,-4.575124894365381,56.22585773831028
Outokumpu,003,2020,False,258,118,45.73643410852713,10,8.47457627118644,0.7680037100330855,0.9387795773440277,77.41861831678996,0.7630972209180271,20.687816276204295,25.59536717582648,53.71681654796922,-4.9075508996221835,48.809265648347036
Outokumpu,003,2021,False,259,150,57.91505791505791,10,6.666666666666667,0.7826304186938337,0.9288282916431326,80.04135999649024,2.622741679700283,19.995682275432472,27.816200399017582,52.188117325549946,-7.82051812358511,44.36759920196483
Outokumpu,003,2022,False,313,166,53.03514376996805,19,11.44578313253012,0.7734169076977723,0.9115957397143193,78.00753465047727,-2.033825346012975,12.958020331768067,24.01718328342029,63.024796384811644,-11.059162951652224,51.96563343315941
Outokumpu,003,2023,False,241,123,51.037344398340245,27,21.951219512195124,0.7817837435739556,0.9479118935273927,79.39529436372199,1.3877597132447193,30.846860020141936,23.47088925429075,45.682250725567314,7.375970765851186,53.05822149141849
